sensor_id,machine_id,timestamp,temperature_c,vibration_mm_s,pressure_psi,rpm,power_kw
S004469,M009,2025-01-25 16:00:00,62.17,1.53,90.65,2428.0,37.95
S004470,M009,2025-01-25 20:00:00,63.9,1.165,90.54,2415.1,49.09
S004471,M009,2025-01-26 00:00:00,63.99,1.384,90.22,2392.2,38.98
S004472,M009,2025-01-26 04:00:00,63.87,1.42,91.87,2446.1,17.52
S004473,M009,2025-01-26 08:00:00,65.14,1.533,94.25,2427.8,23.45
S004474,M009,2025-01-26 12:00:00,63.0,1.386,87.75,2412.5,31.68
S004475,M009,2025-01-26 16:00:00,65.43,1.719,92.32,2384.2,36.91
S004476,M009,2025-01-26 20:00:00,62.05,1.848,91.74,2457.0,47.66
S004477,M009,2025-01-27 00:00:00,66.07,1.691,92.63,2356.2,15.74
S004478,M009,2025-01-27 04:00:00,63.25,1.52,93.48,2393.8,25.12
S004479,M009,2025-01-27 08:00:00,64.61,1.739,88.11,2406.2,46.89
S004480,M009,2025-01-27 12:00:00,64.11,1.472,89.31,2466.2,19.61
S004481,M009,2025-01-27 16:00:00,65.45,1.499,89.49,2357.9,10.75
S004482,M009,2025-01-27 20:00:00,63.65,1.623,92.95,2398.7,31.06
S004483,M009,2025-01-28 00:00:00,62.01,1.589,93.0,2404.4,32.35
S004484,M009,2025-01-28 04:00:00,65.13,1.167,91.54,2390.0,30.94
S004485,M009,2025-01-28 08:00:00,64.07,1.84,92.02,2401.5,16.4
S004486,M009,2025-01-28 12:00:00,60.97,1.628,96.48,2445.2,13.58
S004487,M009,2025-01-28 16:00:00,65.69,1.824,90.84,2409.1,21.89
S004488,M009,2025-01-28 20:00:00,62.54,1.613,90.48,2409.5,23.4
S004489,M009,2025-01-29 00:00:00,64.55,1.648,93.09,2414.9,38.37
S004490,M009,2025-01-29 04:00:00,64.5,1.541,92.98,2452.7,26.35
S004491,M009,2025-01-29 08:00:00,63.46,1.652,90.66,2383.4,43.04
S004492,M009,2025-01-29 12:00:00,62.36,1.632,91.35,2448.9,30.51
S004493,M009,2025-01-29 16:00:00,65.3,1.467,90.06,2396.0,22.11
S004494,M009,2025-01-29 20:00:00,65.3,1.794,91.11,2402.1,36.43
S004495,M009,2025-01-30 00:00:00,62.26,1.825,92.02,2363.5,10.21
S004496,M009,2025-01-30 04:00:00,62.91,1.865,92.53,2382.2,42.43
S004497,M009,2025-01-30 08:00:00,65.6,1.24,91.76,2447.2,33.23
S004498,M009,2025-01-30 12:00:00,64.1,1.821,92.01,2477.0,45.22
S004499,M009,2025-01-30 16:00:00,62.73,1.363,91.67,2398.1,26.47
S004500,M009,2025-01-30 20:00:00,64.21,1.046,91.5,2375.2,42.78
S004501,M009,2025-01-31 00:00:00,61.64,1.288,92.49,2397.7,11.95
S004502,M009,2025-01-31 04:00:00,61.41,1.46,87.93,2356.3,45.54
S004503,M009,2025-01-31 08:00:00,64.81,1.299,94.78,2442.8,27.35
S004504,M009,2025-01-31 12:00:00,62.19,1.413,92.34,2408.0,24.39
S004505,M009,2025-01-31 16:00:00,63.62,1.646,89.92,2337.1,38.73
S004506,M009,2025-01-31 20:00:00,63.65,1.898,90.33,2405.2,22.17
S004507,M009,2025-02-01 00:00:00,65.02,1.144,94.82,2419.1,38.68
S004508,M009,2025-02-01 04:00:00,65.03,1.39,91.89,2389.3,31.08
S004509,M009,2025-02-01 08:00:00,66.62,1.418,93.43,2415.1,25.24
S004510,M009,2025-02-01 12:00:00,64.1,1.198,88.88,2460.2,45.07
S004511,M009,2025-02-01 16:00:00,63.09,1.543,90.78,2359.6,37.91
S004512,M009,2025-02-01 20:00:00,64.43,1.144,90.1,2421.7,47.33
S004513,M009,2025-02-02 00:00:00,65.62,1.318,92.45,2427.1,46.7
S004514,M009,2025-02-02 04:00:00,63.05,1.353,94.02,2428.2,31.38
S004515,M009,2025-02-02 08:00:00,63.75,1.635,92.87,2373.7,46.46
S004516,M009,2025-02-02 12:00:00,64.07,1.361,89.14,2432.9,32.8
S004517,M009,2025-02-02 16:00:00,65.09,1.639,94.56,2395.1,22.07
S004518,M009,2025-02-02 20:00:00,63.0,1.428,90.64,2401.4,21.32
S004519,M009,2025-02-03 00:00:00,65.83,1.803,90.92,2392.7,32.78
S004520,M009,2025-02-03 04:00:00,62.71,1.188,89.91,2391.3,15.1
S004521,M009,2025-02-03 08:00:00,63.72,1.625,94.76,2410.4,11.9
S004522,M009,2025-02-03 12:00:00,64.88,1.436,90.63,2433.6,24.99
S004523,M009,2025-02-03 16:00:00,62.69,1.74,90.64,2388.6,25.49
S004524,M009,2025-02-03 20:00:00,63.85,1.406,91.51,2455.7,12.88
S004525,M009,2025-02-04 00:00:00,66.53,1.437,88.95,2389.4,47.39
S004526,M009,2025-02-04 04:00:00,61.41,1.665,89.52,2448.3,15.28
S004527,M009,2025-02-04 08:00:00,64.93,1.286,90.09,2386.7,37.31
S004528,M009,2025-02-04 12:00:00,64.72,1.703,92.64,2411.4,12.34
S004529,M009,2025-02-04 16:00:00,63.44,1.3,88.95,2349.3,18.26
S004530,M009,2025-02-04 20:00:00,63.95,1.3,90.96,2425.0,11.73
S004531,M009,2025-02-05 00:00:00,62.34,1.743,89.74,2370.2,38.95
S004532,M009,2025-02-05 04:00:00,64.41,1.786,88.95,2371.2,14.97
S004533,M009,2025-02-05 08:00:00,64.18,1.655,92.2,2402.9,42.76
S004534,M009,2025-02-05 12:00:00,64.71,1.377,88.58,2402.5,37.95
S004535,M009,2025-02-05 16:00:00,63.18,1.547,93.91,2446.8,15.76
S004536,M009,2025-02-05 20:00:00,65.42,1.18,91.46,2373.8,34.8
S004537,M009,2025-02-06 00:00:00,61.51,1.393,90.06,2379.8,42.84
S004538,M009,2025-02-06 04:00:00,64.59,1.426,88.94,2440.3,31.86
S004539,M009,2025-02-06 08:00:00,62.31,1.506,91.6,2430.3,45.21
S004540,M009,2025-02-06 12:00:00,63.23,1.464,91.71,2410.0,31.12
S004541,M009,2025-02-06 16:00:00,63.77,1.532,91.24,2443.4,35.67
S004542,M009,2025-02-06 20:00:00,61.25,1.336,92.72,2382.8,37.82
S004543,M009,2025-02-07 00:00:00,61.79,1.319,91.86,2474.8,27.39
S004544,M009,2025-02-07 04:00:00,63.92,1.798,89.12,2393.2,42.83
S004545,M009,2025-02-07 08:00:00,62.62,1.57,89.42,2460.6,42.46
S004546,M009,2025-02-07 12:00:00,64.17,1.688,94.44,2415.5,29.87
S004547,M009,2025-02-07 16:00:00,65.2,1.579,93.16,2420.8,44.02
S004548,M009,2025-02-07 20:00:00,65.47,1.627,90.25,2412.1,40.48
S004549,M009,2025-02-08 00:00:00,63.08,1.404,88.1,2377.1,22.87
S004550,M009,2025-02-08 04:00:00,63.11,1.368,91.27,2392.7,40.74
S004551,M009,2025-02-08 08:00:00,64.26,1.592,94.48,2387.2,21.52
S004552,M009,2025-02-08 12:00:00,64.13,1.459,93.57,2421.2,34.64
S004553,M009,2025-02-08 16:00:00,64.17,1.503,93.67,2419.1,40.96
S004554,M009,2025-02-08 20:00:00,63.24,1.496,90.81,2356.5,46.27
S004555,M009,2025-02-09 00:00:00,64.48,1.67,89.74,2416.0,42.04
S004556,M009,2025-02-09 04:00:00,63.54,1.673,89.75,2418.1,37.63
S004557,M009,2025-02-09 08:00:00,65.43,1.74,90.6,2470.7,37.0
S004558,M009,2025-02-09 12:00:00,64.19,1.588,92.64,2456.9,14.82
S004559,M009,2025-02-09 16:00:00,64.47,1.458,92.24,2441.4,27.55
S004560,M009,2025-02-09 20:00:00,63.19,1.006,86.76,2414.2,49.6
S004561,M009,2025-02-10 00:00:00,63.62,1.757,91.31,2405.3,16.68
S004562,M009,2025-02-10 04:00:00,61.66,1.599,92.44,2409.7,41.45
S004563,M009,2025-02-10 08:00:00,62.49,1.328,90.96,2393.9,13.7
S004564,M009,2025-02-10 12:00:00,66.71,1.537,88.77,2375.7,14.17
S004565,M009,2025-02-10 16:00:00,61.8,1.346,93.03,2413.5,28.19
S004566,M009,2025-02-10 20:00:00,62.95,1.626,91.23,2403.5,22.39
S004567,M009,2025-02-11 00:00:00,64.31,1.544,90.29,2442.0,33.03
S004568,M009,2025-02-11 04:00:00,65.6,1.625,92.26,2452.9,36.77
S004569,M009,2025-02-11 08:00:00,63.02,1.616,92.56,2374.6,44.02
S004570,M009,2025-02-11 12:00:00,64.35,1.526,90.49,2362.7,25.14
S004571,M009,2025-02-11 16:00:00,63.63,1.609,88.59,2400.6,30.85
S004572,M009,2025-02-11 20:00:00,63.25,1.696,91.44,2401.3,20.21
S004573,M009,2025-02-12 00:00:00,64.45,1.301,89.71,2451.4,11.57
S004574,M009,2025-02-12 04:00:00,64.27,1.625,91.26,2351.3,11.11
S004575,M009,2025-02-12 08:00:00,64.34,1.118,88.38,2407.0,41.07
S004576,M009,2025-02-12 12:00:00,64.92,1.198,90.24,2355.6,18.3
S004577,M009,2025-02-12 16:00:00,62.3,1.918,88.63,2400.8,33.4
S004578,M009,2025-02-12 20:00:00,66.51,1.331,91.39,2423.2,41.5
S004579,M009,2025-02-13 00:00:00,64.23,1.564,92.44,2389.7,46.22
S004580,M009,2025-02-13 04:00:00,61.51,1.354,91.58,2418.9,25.23
S004581,M009,2025-02-13 08:00:00,62.91,1.735,91.66,2365.6,32.65
S004582,M009,2025-02-13 12:00:00,63.64,1.795,90.16,2433.1,33.01
S004583,M009,2025-02-13 16:00:00,63.15,1.283,90.56,2418.6,42.41
S004584,M009,2025-02-13 20:00:00,64.35,1.442,92.95,2366.5,37.97
S004585,M009,2025-02-14 00:00:00,63.38,1.113,92.47,2400.7,22.8
S004586,M009,2025-02-14 04:00:00,63.18,1.313,93.76,2436.0,46.96
S004587,M009,2025-02-14 08:00:00,63.36,1.667,94.57,2395.6,46.66
S004588,M009,2025-02-14 12:00:00,62.9,1.147,90.77,2427.4,29.22
S004589,M009,2025-02-14 16:00:00,62.73,1.31,92.68,2397.1,49.96
S004590,M009,2025-02-14 20:00:00,63.77,1.847,94.48,2364.9,34.27
S004591,M009,2025-02-15 00:00:00,64.98,1.547,94.5,2383.4,37.05
S004592,M009,2025-02-15 04:00:00,63.29,1.47,89.45,2427.8,29.03
S004593,M009,2025-02-15 08:00:00,64.68,1.249,89.41,2440.4,34.17
S004594,M009,2025-02-15 12:00:00,62.47,1.79,91.52,2372.6,19.1
S004595,M009,2025-02-15 16:00:00,64.03,1.366,94.41,2422.0,20.42
S004596,M009,2025-02-15 20:00:00,66.38,1.552,89.74,2405.2,23.09
S004597,M009,2025-02-16 00:00:00,64.97,1.315,93.09,2364.2,18.51
S004598,M009,2025-02-16 04:00:00,63.56,1.612,90.29,2409.1,18.43
S004599,M009,2025-02-16 08:00:00,64.25,1.328,89.44,2381.4,33.12
S004600,M009,2025-02-16 12:00:00,62.55,1.498,86.65,2424.5,39.47
S004601,M009,2025-02-16 16:00:00,64.39,1.403,87.2,2362.3,19.38
S004602,M009,2025-02-16 20:00:00,65.82,1.338,91.42,2422.0,25.98
S004603,M009,2025-02-17 00:00:00,64.41,1.559,93.47,2440.1,27.18
S004604,M009,2025-02-17 04:00:00,64.8,1.738,92.64,2355.7,27.34
S004605,M009,2025-02-17 08:00:00,64.12,1.371,88.74,2364.3,29.23
S004606,M009,2025-02-17 12:00:00,64.71,1.347,90.44,2395.0,12.14
S004607,M009,2025-02-17 16:00:00,64.0,1.507,88.63,2393.6,41.5
S004608,M009,2025-02-17 20:00:00,63.49,1.597,87.68,2390.4,39.27
S004609,M009,2025-02-18 00:00:00,62.48,1.589,91.77,2386.1,19.66
S004610,M009,2025-02-18 04:00:00,64.14,1.371,89.9,2428.0,21.24
S004611,M009,2025-02-18 08:00:00,63.76,1.645,92.13,2405.8,43.83
S004612,M009,2025-02-18 12:00:00,63.87,1.512,93.03,2415.9,19.53
S004613,M009,2025-02-18 16:00:00,65.45,1.559,90.34,2362.4,41.4
S004614,M009,2025-02-18 20:00:00,64.59,2.082,89.47,2407.8,29.29
S004615,M009,2025-02-19 00:00:00,61.38,1.648,95.83,2439.6,33.32
S004616,M009,2025-02-19 04:00:00,63.7,1.823,90.54,2401.7,41.81
S004617,M009,2025-02-19 08:00:00,65.34,1.497,89.73,2391.7,14.98
S004618,M009,2025-02-19 12:00:00,64.14,1.609,88.15,2403.2,31.0
S004619,M009,2025-02-19 16:00:00,63.88,1.394,89.85,2405.7,26.17
S004620,M009,2025-02-19 20:00:00,62.64,1.455,94.07,2453.5,35.45
S004621,M009,2025-02-20 00:00:00,63.52,1.47,91.5,2357.4,28.71
S004622,M009,2025-02-20 04:00:00,65.91,1.497,91.66,2388.8,25.0
S004623,M009,2025-02-20 08:00:00,62.02,1.4,92.07,2366.0,31.69
S004624,M009,2025-02-20 12:00:00,63.83,1.569,91.04,2408.6,15.3
S004625,M009,2025-02-20 16:00:00,63.21,1.455,86.89,2405.0,28.47
S004626,M009,2025-02-20 20:00:00,63.52,1.438,92.35,2378.8,24.25
S004627,M009,2025-02-21 00:00:00,61.55,1.597,92.73,2414.5,21.77
S004628,M009,2025-02-21 04:00:00,65.49,1.421,92.11,2365.8,14.09
S004629,M009,2025-02-21 08:00:00,64.72,2.116,91.68,2375.9,28.18
S004630,M009,2025-02-21 12:00:00,63.39,1.404,89.26,2399.7,48.62
S004631,M009,2025-02-21 16:00:00,63.25,1.702,89.99,2429.3,34.19
S004632,M009,2025-02-21 20:00:00,65.75,1.46,91.86,2451.9,19.95
S004633,M009,2025-02-22 00:00:00,63.38,1.377,90.19,2372.5,37.73
S004634,M009,2025-02-22 04:00:00,63.64,1.853,92.27,2384.6,45.99
S004635,M009,2025-02-22 08:00:00,63.81,1.643,93.03,2420.4,11.08
S004636,M009,2025-02-22 12:00:00,66.75,1.998,93.78,2379.5,27.49
S004637,M009,2025-02-22 16:00:00,64.67,2.063,92.23,2356.7,39.84
S004638,M009,2025-02-22 20:00:00,64.27,1.716,92.09,2404.1,14.51
S004639,M009,2025-02-23 00:00:00,63.13,1.597,88.25,2399.2,15.49
S004640,M009,2025-02-23 04:00:00,64.72,2.198,88.8,2431.8,26.5
S004641,M009,2025-02-23 08:00:00,64.53,1.621,92.55,2394.7,36.08
S004642,M009,2025-02-23 12:00:00,62.19,1.544,91.81,2394.2,36.57
S004643,M009,2025-02-23 16:00:00,62.3,1.704,90.09,2414.3,20.34
S004644,M009,2025-02-23 20:00:00,63.8,1.596,91.22,2414.9,35.92
S004645,M009,2025-02-24 00:00:00,59.56,1.919,90.8,2377.2,21.95
S004646,M009,2025-02-24 04:00:00,63.15,1.542,88.58,2357.9,22.8
S004647,M009,2025-02-24 08:00:00,64.98,1.698,92.06,2396.4,34.8
S004648,M009,2025-02-24 12:00:00,65.51,1.484,89.74,2365.1,19.55
S004649,M009,2025-02-24 16:00:00,63.96,1.823,91.3,2399.0,16.25
S004650,M009,2025-02-24 20:00:00,64.29,1.506,87.44,2414.7,22.55
S004651,M009,2025-02-25 00:00:00,61.9,1.559,92.29,2380.1,43.85
S004652,M009,2025-02-25 04:00:00,62.92,1.889,87.25,2385.9,16.5
S004653,M009,2025-02-25 08:00:00,65.52,1.368,90.0,2430.4,24.41
S004654,M009,2025-02-25 12:00:00,67.79,1.607,89.32,2432.5,33.95
S004655,M009,2025-02-25 16:00:00,66.83,1.548,89.89,2376.8,27.54
S004656,M009,2025-02-25 20:00:00,64.83,1.892,86.22,2363.2,34.5
S004657,M009,2025-02-26 00:00:00,65.24,1.793,93.19,2438.9,48.5
S004658,M009,2025-02-26 04:00:00,66.29,1.64,90.84,2422.0,39.7
S004659,M009,2025-02-26 08:00:00,63.02,1.641,88.27,2408.4,28.84
S004660,M009,2025-02-26 12:00:00,64.75,1.642,89.15,2343.8,26.77
S004661,M009,2025-02-26 16:00:00,64.35,1.768,91.72,2395.3,43.61
S004662,M009,2025-02-26 20:00:00,64.65,1.521,92.72,2429.3,40.97
S004663,M009,2025-02-27 00:00:00,62.74,1.699,95.09,2381.5,34.93
S004664,M009,2025-02-27 04:00:00,66.17,1.58,88.37,2386.1,29.27
S004665,M009,2025-02-27 08:00:00,62.41,2.174,90.39,2409.7,37.04
S004666,M009,2025-02-27 12:00:00,64.3,1.553,89.16,2418.7,34.18
S004667,M009,2025-02-27 16:00:00,67.71,1.787,90.02,2387.7,18.69
S004668,M009,2025-02-27 20:00:00,64.65,2.021,91.9,2392.7,25.43
S004669,M009,2025-02-28 00:00:00,63.95,1.594,90.79,2347.7,22.29
S004670,M009,2025-02-28 04:00:00,67.84,1.787,92.26,2424.8,18.85
S004671,M009,2025-02-28 08:00:00,64.91,1.546,86.76,2405.5,40.88
S004672,M009,2025-02-28 12:00:00,69.01,1.829,90.76,2454.2,29.97
S004673,M009,2025-02-28 16:00:00,62.66,1.588,90.52,2406.7,13.17
S004674,M009,2025-02-28 20:00:00,65.08,1.706,93.61,2409.1,42.98
S004675,M009,2025-03-01 00:00:00,65.1,2.02,90.14,2386.7,33.63
S004676,M009,2025-03-01 04:00:00,66.13,1.355,95.81,2394.3,11.96
S004677,M009,2025-03-01 08:00:00,65.62,1.542,91.49,2396.5,44.09
S004678,M009,2025-03-01 12:00:00,67.47,1.497,90.23,2368.1,40.03
S004679,M009,2025-03-01 16:00:00,64.35,2.232,91.72,2380.3,21.6
S004680,M009,2025-03-01 20:00:00,65.41,1.998,89.93,2391.9,19.97
S004681,M009,2025-03-02 00:00:00,63.2,2.268,89.75,2458.8,36.49
S004682,M009,2025-03-02 04:00:00,66.16,1.679,88.67,2431.5,43.95
S004683,M009,2025-03-02 08:00:00,62.9,1.768,91.18,2380.7,45.32
S004684,M009,2025-03-02 12:00:00,65.69,1.996,92.59,2382.7,49.19
S004685,M009,2025-03-02 16:00:00,66.04,1.622,89.82,2397.0,32.44
S004686,M009,2025-03-02 20:00:00,63.93,1.948,90.25,2405.7,13.78
S004687,M009,2025-03-03 00:00:00,65.36,1.734,93.38,2383.0,32.01
S004688,M009,2025-03-03 04:00:00,67.01,1.775,93.36,2384.1,14.79
S004689,M009,2025-03-03 08:00:00,67.03,1.982,90.3,2402.8,34.93
S004690,M009,2025-03-03 12:00:00,61.93,1.566,91.7,2414.4,26.06
S004691,M009,2025-03-03 16:00:00,66.34,1.857,89.9,2426.2,40.57
S004692,M009,2025-03-03 20:00:00,66.69,1.743,93.85,2399.7,13.91
S004693,M009,2025-03-04 00:00:00,66.82,2.247,93.78,2420.0,47.53
S004694,M009,2025-03-04 04:00:00,63.99,1.942,90.53,2395.4,35.7
S004695,M009,2025-03-04 08:00:00,65.54,1.896,86.74,2394.8,27.03
S004696,M009,2025-03-04 12:00:00,63.78,1.838,92.05,2371.3,22.91
S004697,M009,2025-03-04 16:00:00,64.98,1.876,89.57,2394.2,49.07
S004698,M009,2025-03-04 20:00:00,65.21,1.55,87.78,2340.1,36.54
S004699,M009,2025-03-05 00:00:00,63.63,1.911,93.57,2393.0,28.59
S004700,M009,2025-03-05 04:00:00,64.28,1.642,89.86,2384.3,25.96
S004701,M009,2025-03-05 08:00:00,63.87,1.838,91.06,2350.3,17.99
S004702,M009,2025-03-05 12:00:00,65.76,1.939,92.04,2410.2,19.64
S004703,M009,2025-03-05 16:00:00,63.78,2.088,89.03,2403.6,39.08
S004704,M009,2025-03-05 20:00:00,62.46,1.709,90.39,2434.6,30.24
S004705,M009,2025-03-06 00:00:00,63.79,2.113,93.1,2370.9,42.1
S004706,M009,2025-03-06 04:00:00,64.19,1.603,92.57,2355.6,44.03
S004707,M009,2025-03-06 08:00:00,65.51,1.571,90.79,2323.3,35.73
S004708,M009,2025-03-06 12:00:00,65.05,1.847,91.04,2370.5,26.67
S004709,M009,2025-03-06 16:00:00,62.4,1.944,91.7,2355.2,20.67
S004710,M009,2025-03-06 20:00:00,59.94,1.604,93.42,2385.8,19.56
S004711,M009,2025-03-07 00:00:00,65.26,1.872,88.52,2375.9,22.13
S004712,M009,2025-03-07 04:00:00,66.14,1.467,89.98,2376.3,15.32
S004713,M009,2025-03-07 08:00:00,66.2,1.753,87.89,2408.7,45.82
S004714,M009,2025-03-07 12:00:00,66.11,2.003,91.28,2423.3,31.0
S004715,M009,2025-03-07 16:00:00,63.23,1.736,92.49,2396.1,34.7
S004716,M009,2025-03-07 20:00:00,64.82,1.984,92.6,2432.1,37.76
S004717,M009,2025-03-08 00:00:00,63.4,1.994,90.43,2373.0,27.99
S004718,M009,2025-03-08 04:00:00,67.05,1.747,91.31,2398.5,26.81
S004719,M009,2025-03-08 08:00:00,66.64,1.899,89.07,2404.5,11.92
S004720,M009,2025-03-08 12:00:00,65.75,1.935,88.8,2420.0,36.58
S004721,M009,2025-03-08 16:00:00,64.45,1.488,92.01,2384.9,20.36
S004722,M009,2025-03-08 20:00:00,62.42,2.076,92.02,2448.3,47.95
S004723,M009,2025-03-09 00:00:00,64.99,1.829,89.21,2429.5,17.67
S004724,M009,2025-03-09 04:00:00,68.55,1.892,90.66,2432.0,12.45
S004725,M009,2025-03-09 08:00:00,66.59,1.609,91.49,2376.7,38.1
S004726,M009,2025-03-09 12:00:00,66.56,1.871,87.72,2373.7,37.49
S004727,M009,2025-03-09 16:00:00,62.51,2.047,88.31,2340.7,22.68
S004728,M009,2025-03-09 20:00:00,66.7,2.146,86.32,2354.5,25.64
S004729,M009,2025-03-10 00:00:00,64.65,1.85,88.66,2355.3,32.99
S004730,M009,2025-03-10 04:00:00,64.56,2.171,93.25,2440.0,16.26
S004731,M009,2025-03-10 08:00:00,66.38,2.207,94.34,2392.1,28.84
S004732,M009,2025-03-10 12:00:00,61.68,2.012,91.74,2401.2,44.71
S004733,M009,2025-03-10 16:00:00,64.98,1.986,90.14,2395.9,28.67
S004734,M009,2025-03-10 20:00:00,66.44,2.158,93.93,2365.4,33.04
S004735,M009,2025-03-11 00:00:00,66.69,1.648,91.7,2359.9,11.25
S004736,M009,2025-03-11 04:00:00,62.09,2.13,90.72,2331.8,36.94
S004737,M009,2025-03-11 08:00:00,65.14,2.275,89.62,2386.7,25.49
S004738,M009,2025-03-11 12:00:00,64.87,2.124,86.95,2380.7,22.09
S004739,M009,2025-03-11 16:00:00,65.64,1.791,94.73,2357.7,33.0
S004740,M009,2025-03-11 20:00:00,66.36,2.065,90.4,2436.3,25.28
S004741,M009,2025-03-12 00:00:00,65.07,1.701,91.29,2440.3,30.56
S004742,M009,2025-03-12 04:00:00,66.46,1.401,92.41,2358.1,34.7
S004743,M009,2025-03-12 08:00:00,69.45,1.78,86.73,2405.6,15.07
S004744,M009,2025-03-12 12:00:00,65.79,2.101,89.69,2445.2,41.43
S004745,M009,2025-03-12 16:00:00,64.54,1.951,89.71,2408.7,16.69
S004746,M009,2025-03-12 20:00:00,65.83,1.836,92.47,2420.9,47.8
S004747,M009,2025-03-13 00:00:00,66.71,1.55,90.76,2389.8,23.71
S004748,M009,2025-03-13 04:00:00,66.5,2.202,93.7,2433.8,47.46
S004749,M009,2025-03-13 08:00:00,64.39,1.931,91.6,2404.8,51.13
S004750,M009,2025-03-13 12:00:00,65.07,1.932,91.3,2344.8,49.69
S004751,M009,2025-03-13 16:00:00,67.06,2.19,91.81,2370.6,16.37
S004752,M009,2025-03-13 20:00:00,65.16,1.819,90.57,2347.4,38.69
S004753,M009,2025-03-14 00:00:00,68.77,1.934,89.78,2385.4,50.22
S004754,M009,2025-03-14 04:00:00,68.71,1.801,90.96,2348.6,32.61
S004755,M009,2025-03-14 08:00:00,64.93,1.887,88.76,2421.4,21.02
S004756,M009,2025-03-14 12:00:00,66.92,2.137,91.59,2376.1,38.79
S004757,M009,2025-03-14 16:00:00,64.25,1.582,88.55,2408.3,30.01
S004758,M009,2025-03-14 20:00:00,66.38,2.373,92.19,2454.0,19.23
S004759,M009,2025-03-15 00:00:00,66.93,1.488,91.55,2422.2,28.37
S004760,M009,2025-03-15 04:00:00,64.73,1.749,91.47,2348.0,12.89
S004761,M009,2025-03-15 08:00:00,64.8,1.799,91.78,2398.2,43.24
S004762,M009,2025-03-15 12:00:00,66.04,1.715,89.88,2428.2,17.3
S004763,M009,2025-03-15 16:00:00,63.59,1.917,89.7,2313.1,25.29
S004764,M009,2025-03-15 20:00:00,65.79,2.113,91.2,2405.5,37.75
S004765,M009,2025-03-16 00:00:00,65.5,1.988,87.08,2423.6,16.06
S004766,M009,2025-03-16 04:00:00,68.19,1.91,90.01,2398.6,33.06
S004767,M009,2025-03-16 08:00:00,65.05,2.169,89.35,2364.9,47.31
S004768,M009,2025-03-16 12:00:00,65.0,1.801,92.62,2382.8,48.86
S004769,M009,2025-03-16 16:00:00,66.77,1.963,89.68,2378.4,49.32
S004770,M009,2025-03-16 20:00:00,63.66,1.996,93.24,2384.5,44.43
S004771,M009,2025-03-17 00:00:00,66.07,2.218,90.25,2419.2,35.68
S004772,M009,2025-03-17 04:00:00,65.11,2.305,89.77,2367.9,36.35
S004773,M009,2025-03-17 08:00:00,65.17,1.934,88.46,2412.0,16.36
S004774,M009,2025-03-17 12:00:00,67.01,2.1,89.9,2402.7,48.94
S004775,M009,2025-03-17 16:00:00,64.42,1.86,91.07,2414.0,44.44
S004776,M009,2025-03-17 20:00:00,65.02,1.747,91.96,2395.8,37.81
S004777,M009,2025-03-18 00:00:00,65.68,2.265,94.55,2395.5,46.55
S004778,M009,2025-03-18 04:00:00,63.43,1.664,89.39,2385.9,31.31
S004779,M009,2025-03-18 08:00:00,66.41,1.979,89.99,2359.3,49.34
S004780,M009,2025-03-18 12:00:00,66.26,2.135,86.95,2404.8,26.12
S004781,M009,2025-03-18 16:00:00,65.85,2.012,92.5,2348.4,25.74
S004782,M009,2025-03-18 20:00:00,69.41,1.708,88.99,2403.6,27.39
S004783,M009,2025-03-19 00:00:00,64.03,2.116,87.91,2387.8,13.62
S004784,M009,2025-03-19 04:00:00,65.76,1.825,92.45,2426.3,17.26
S004785,M009,2025-03-19 08:00:00,64.04,2.377,92.93,2379.7,24.78
S004786,M009,2025-03-19 12:00:00,64.85,1.842,92.17,2419.2,43.5
S004787,M009,2025-03-19 16:00:00,65.12,1.815,90.35,2352.9,23.19
S004788,M009,2025-03-19 20:00:00,65.72,1.898,89.94,2378.2,38.52
S004789,M009,2025-03-20 00:00:00,65.32,1.897,90.01,2363.5,19.89
S004790,M009,2025-03-20 04:00:00,65.67,1.883,91.15,2320.8,41.49
S004791,M009,2025-03-20 08:00:00,66.26,1.991,89.98,2371.1,35.03
S004792,M009,2025-03-20 12:00:00,66.07,2.157,90.21,2347.1,27.36
S004793,M009,2025-03-20 16:00:00,63.82,2.029,87.7,2384.1,41.29
S004794,M009,2025-03-20 20:00:00,64.82,2.081,90.61,2410.2,24.17
S004795,M009,2025-03-21 00:00:00,66.2,1.973,91.57,2376.4,12.97
S004796,M009,2025-03-21 04:00:00,64.6,2.208,91.51,2395.4,15.61
S004797,M009,2025-03-21 08:00:00,65.05,2.252,93.02,2382.4,31.37
S004798,M009,2025-03-21 12:00:00,65.66,2.056,88.0,2389.0,42.16
S004799,M009,2025-03-21 16:00:00,67.26,1.829,92.52,2429.9,22.25
S004800,M009,2025-03-21 20:00:00,66.97,1.98,92.43,2395.9,25.91
S004801,M009,2025-03-22 00:00:00,67.17,2.474,90.35,2364.5,44.18
S004802,M009,2025-03-22 04:00:00,64.64,2.433,89.42,2355.3,22.07
S004803,M009,2025-03-22 08:00:00,65.88,1.626,91.55,2321.2,21.17
S004804,M009,2025-03-22 12:00:00,67.54,2.153,90.1,2336.6,37.57
S004805,M009,2025-03-22 16:00:00,63.08,2.269,89.55,2384.9,26.42
S004806,M009,2025-03-22 20:00:00,65.46,2.083,94.34,2386.1,41.99
S004807,M009,2025-03-23 00:00:00,63.68,2.345,90.88,2335.8,46.93
S004808,M009,2025-03-23 04:00:00,69.27,2.146,87.49,2334.7,23.11
